fiscal_yr;org_id;service_id;online_interaction_point;activation;online_interaction_point_sort
2020-2021;26;671;decision;NA;4
2020-2021;26;671;issuance;NA;5
2020-2021;26;671;issue_resolution_feedback;NA;6
2020-2021;26;672;account_registration;NA;1
2020-2021;26;672;authentication;NA;2
2020-2021;26;672;application;NA;3
2020-2021;26;672;decision;NA;4
2020-2021;26;672;issuance;NA;5
2020-2021;26;672;issue_resolution_feedback;NA;6
2023-2024;26;673;account_registration;NA;1
2023-2024;26;673;authentication;NA;2
2023-2024;26;673;application;NA;3
2023-2024;26;673;decision;NA;4
2023-2024;26;673;issuance;NA;5
2023-2024;26;673;issue_resolution_feedback;NA;6
2023-2024;26;674;account_registration;NA;1
2023-2024;26;674;authentication;NA;2
2023-2024;26;674;application;NA;3
2023-2024;26;674;decision;NA;4
2023-2024;26;674;issuance;NA;5
2023-2024;26;674;issue_resolution_feedback;NA;6
2023-2024;26;675;account_registration;NA;1
2023-2024;26;675;authentication;NA;2
2023-2024;26;675;application;NA;3
2023-2024;26;675;decision;NA;4
2023-2024;26;675;issuance;NA;5
2023-2024;26;675;issue_resolution_feedback;NA;6
2023-2024;26;676;account_registration;NA;1
2023-2024;26;676;authentication;NA;2
2023-2024;26;676;application;NA;3
2023-2024;26;676;decision;NA;4
2023-2024;26;676;issuance;NA;5
2023-2024;26;676;issue_resolution_feedback;NA;6
2020-2021;26;677;account_registration;NA;1
2020-2021;26;677;authentication;NA;2
2020-2021;26;677;application;NA;3
2020-2021;26;677;decision;NA;4
2020-2021;26;677;issuance;NA;5
2020-2021;26;677;issue_resolution_feedback;NA;6
2023-2024;26;678;account_registration;NA;1
2023-2024;26;678;authentication;NA;2
2023-2024;26;678;application;NA;3
2023-2024;26;678;decision;NA;4
2023-2024;26;678;issuance;NA;5
2023-2024;26;678;issue_resolution_feedback;NA;6
2023-2024;26;679;account_registration;NA;1
2023-2024;26;679;authentication;NA;2
2023-2024;26;679;application;Y;3
2023-2024;26;679;decision;NA;4
2023-2024;26;679;issuance;NA;5
2023-2024;26;679;issue_resolution_feedback;Y;6
2023-2024;26;680;account_registration;NA;1
2023-2024;26;680;authentication;NA;2
2023-2024;26;680;application;NA;3
2023-2024;26;680;decision;NA;4
2023-2024;26;680;issuance;NA;5
2023-2024;26;680;issue_resolution_feedback;NA;6
2023-2024;137;687;account_registration;N;1
2023-2024;137;687;authentication;N;2
2023-2024;137;687;application;N;3
2023-2024;137;687;decision;N;4
2023-2024;137;687;issuance;N;5
2023-2024;137;687;issue_resolution_feedback;N;6
2023-2024;137;688;account_registration;N;1
2023-2024;137;688;authentication;N;2
2023-2024;137;688;application;N;3
2023-2024;137;688;decision;N;4
2023-2024;137;688;issuance;N;5
2023-2024;137;688;issue_resolution_feedback;N;6
2023-2024;137;689;account_registration;N;1
2023-2024;137;689;authentication;N;2
2023-2024;137;689;application;N;3
2023-2024;137;689;decision;N;4
2023-2024;137;689;issuance;N;5
2023-2024;137;689;issue_resolution_feedback;N;6
2023-2024;230;690;account_registration;Y;1
2023-2024;230;690;authentication;Y;2
2023-2024;230;690;application;Y;3
2023-2024;230;690;decision;NA;4
2023-2024;230;690;issuance;Y;5
2023-2024;230;690;issue_resolution_feedback;NA;6
2023-2024;230;691;account_registration;Y;1
2023-2024;230;691;authentication;Y;2
2023-2024;230;691;application;NA;3
2023-2024;230;691;decision;NA;4
2023-2024;230;691;issuance;Y;5
2023-2024;230;691;issue_resolution_feedback;NA;6
2022-2023;12;694;account_registration;Y;1
2022-2023;12;694;authentication;Y;2
2022-2023;12;694;application;Y;3
2022-2023;12;694;decision;N;4
2022-2023;12;694;issuance;Y;5
2022-2023;12;694;issue_resolution_feedback;Y;6
2023-2024;128;7;account_registration;Y;1
2023-2024;128;7;authentication;Y;2
2023-2024;128;7;application;Y;3
2023-2024;128;7;decision;Y;4
2023-2024;128;7;issuance;Y;5
2023-2024;128;7;issue_resolution_feedback;Y;6
2022-2023;12;707;account_registration;Y;1
2022-2023;12;707;authentication;Y;2
2022-2023;12;707;application;Y;3
2022-2023;12;707;decision;N;4
2022-2023;12;707;issuance;Y;5
2022-2023;12;707;issue_resolution_feedback;Y;6
2022-2023;539;712;account_registration;NA;1
2022-2023;539;712;authentication;NA;2
2022-2023;539;712;application;NA;3
2022-2023;539;712;decision;NA;4
2022-2023;539;712;issuance;NA;5
2022-2023;539;712;issue_resolution_feedback;NA;6
2023-2024;12;716;account_registration;NA;1
2023-2024;12;716;authentication;NA;2
2023-2024;12;716;application;NA;3
2023-2024;12;716;decision;NA;4
2023-2024;12;716;issuance;NA;5
2023-2024;12;716;issue_resolution_feedback;NA;6
2023-2024;12;717;account_registration;NA;1
2023-2024;12;717;authentication;NA;2
2023-2024;12;717;application;NA;3
2023-2024;12;717;decision;NA;4
2023-2024;12;717;issuance;NA;5
2023-2024;12;717;issue_resolution_feedback;NA;6
2023-2024;12;718;account_registration;NA;1
2023-2024;12;718;authentication;NA;2
2023-2024;12;718;application;NA;3
2023-2024;12;718;decision;NA;4
2023-2024;12;718;issuance;NA;5
2023-2024;12;718;issue_resolution_feedback;NA;6
2023-2024;26;719;account_registration;N;1
2023-2024;26;719;authentication;N;2
2023-2024;26;719;application;N;3
2023-2024;26;719;decision;N;4
2023-2024;26;719;issuance;N;5
2023-2024;26;719;issue_resolution_feedback;N;6
2023-2024;26;720;account_registration;NA;1
2023-2024;26;720;authentication;N;2
2023-2024;26;720;application;N;3
2023-2024;26;720;decision;N;4
2023-2024;26;720;issuance;N;5
2023-2024;26;720;issue_resolution_feedback;N;6
2023-2024;26;721;account_registration;Y;1
2023-2024;26;721;authentication;Y;2
2023-2024;26;721;application;Y;3
2023-2024;26;721;decision;Y;4
2023-2024;26;721;issuance;Y;5
2023-2024;26;721;issue_resolution_feedback;N;6
2020-2021;26;722;account_registration;N;1
2020-2021;26;722;authentication;N;2
2020-2021;26;722;application;N;3
2020-2021;26;722;decision;N;4
2020-2021;26;722;issuance;N;5
2020-2021;26;722;issue_resolution_feedback;N;6
2023-2024;26;723;account_registration;NA;1
2023-2024;26;723;authentication;NA;2
2023-2024;26;723;application;NA;3
2023-2024;26;723;decision;NA;4
2023-2024;26;723;issuance;NA;5
2023-2024;26;723;issue_resolution_feedback;NA;6
2023-2024;26;724;account_registration;NA;1
2023-2024;26;724;authentication;NA;2
2023-2024;26;724;application;N;3
2023-2024;26;724;decision;N;4
2023-2024;26;724;issuance;NA;5
2023-2024;26;724;issue_resolution_feedback;NA;6
2019-2020;127;725;account_registration;NA;1
2019-2020;127;725;authentication;NA;2
2019-2020;127;725;application;NA;3
2019-2020;127;725;decision;NA;4
2019-2020;127;725;issuance;NA;5
2019-2020;127;725;issue_resolution_feedback;NA;6
2020-2021;127;726;account_registration;NA;1
2020-2021;127;726;authentication;NA;2
2020-2021;127;726;application;NA;3
2020-2021;127;726;decision;NA;4
2020-2021;127;726;issuance;NA;5
2020-2021;127;726;issue_resolution_feedback;Y;6
2023-2024;26;728;account_registration;N;1
2023-2024;26;728;authentication;Y;2
2023-2024;26;728;application;Y;3
2023-2024;26;728;decision;Y;4
2023-2024;26;728;issuance;NA;5
2023-2024;26;728;issue_resolution_feedback;NA;6
2020-2021;26;729;account_registration;NA;1
2020-2021;26;729;authentication;N;2
2020-2021;26;729;application;N;3
2020-2021;26;729;decision;N;4
2020-2021;26;729;issuance;N;5
2020-2021;26;729;issue_resolution_feedback;NA;6
2021-2022;127;730;account_registration;N;1
2021-2022;127;730;authentication;N;2
2021-2022;127;730;application;N;3
2021-2022;127;730;decision;N;4
2021-2022;127;730;issuance;N;5
2021-2022;127;730;issue_resolution_feedback;NA;6
2023-2024;26;731;account_registration;N;1
2023-2024;26;731;authentication;N;2
2023-2024;26;731;application;N;3
2023-2024;26;731;decision;N;4
2023-2024;26;731;issuance;N;5
2023-2024;26;731;issue_resolution_feedback;N;6
2020-2021;127;732;account_registration;N;1
2020-2021;127;732;authentication;N;2
2020-2021;127;732;application;N;3
2020-2021;127;732;decision;N;4
2020-2021;127;732;issuance;N;5
2020-2021;127;732;issue_resolution_feedback;Y;6
2023-2024;26;733;account_registration;N;1
2023-2024;26;733;authentication;N;2
2023-2024;26;733;application;N;3
2023-2024;26;733;decision;N;4
2023-2024;26;733;issuance;N;5
2023-2024;26;733;issue_resolution_feedback;N;6
2023-2024;26;734;account_registration;N;1
2023-2024;26;734;authentication;N;2
2023-2024;26;734;application;N;3
2023-2024;26;734;decision;N;4
2023-2024;26;734;issuance;N;5
2023-2024;26;734;issue_resolution_feedback;Y;6
2020-2021;127;735;account_registration;N;1
2020-2021;127;735;authentication;N;2
2020-2021;127;735;application;N;3
2020-2021;127;735;decision;N;4
2020-2021;127;735;issuance;NA;5
2020-2021;127;735;issue_resolution_feedback;Y;6
2020-2021;127;736;account_registration;N;1
2020-2021;127;736;authentication;N;2
2020-2021;127;736;application;N;3
2020-2021;127;736;decision;N;4
2020-2021;127;736;issuance;NA;5
2020-2021;127;736;issue_resolution_feedback;Y;6
2023-2024;26;737;account_registration;N;1
2023-2024;26;737;authentication;N;2
2023-2024;26;737;application;N;3
2023-2024;26;737;decision;N;4
2023-2024;26;737;issuance;N;5
2023-2024;26;737;issue_resolution_feedback;N;6
2021-2022;127;738;account_registration;N;1
2021-2022;127;738;authentication;N;2
2021-2022;127;738;application;N;3
2021-2022;127;738;decision;NA;4
2021-2022;127;738;issuance;Y;5
2021-2022;127;738;issue_resolution_feedback;N;6
2020-2021;127;739;account_registration;N;1
2020-2021;127;739;authentication;N;2
2020-2021;127;739;application;N;3
2020-2021;127;739;decision;N;4
2020-2021;127;739;issuance;NA;5
2020-2021;127;739;issue_resolution_feedback;Y;6
2023-2024;26;740;account_registration;N;1
2023-2024;26;740;authentication;N;2
2023-2024;26;740;application;N;3
2023-2024;26;740;decision;N;4
2023-2024;26;740;issuance;N;5
2023-2024;26;740;issue_resolution_feedback;N;6
2023-2024;26;741;account_registration;N;1
2023-2024;26;741;authentication;N;2
2023-2024;26;741;application;N;3
2023-2024;26;741;decision;N;4
2023-2024;26;741;issuance;N;5
2023-2024;26;741;issue_resolution_feedback;N;6
2023-2024;26;742;account_registration;N;1
2023-2024;26;742;authentication;N;2
2023-2024;26;742;application;N;3
2023-2024;26;742;decision;Y;4
2023-2024;26;742;issuance;N;5
2023-2024;26;742;issue_resolution_feedback;Y;6
2023-2024;26;743;account_registration;N;1
2023-2024;26;743;authentication;N;2
2023-2024;26;743;application;N;3
2023-2024;26;743;decision;N;4
2023-2024;26;743;issuance;N;5
2023-2024;26;743;issue_resolution_feedback;N;6
2023-2024;26;744;account_registration;N;1
2023-2024;26;744;authentication;N;2
2023-2024;26;744;application;N;3
2023-2024;26;744;decision;N;4
2023-2024;26;744;issuance;N;5
2023-2024;26;744;issue_resolution_feedback;N;6
2023-2024;26;745;account_registration;Y;1
2023-2024;26;745;authentication;Y;2
2023-2024;26;745;application;Y;3
2023-2024;26;745;decision;Y;4
2023-2024;26;745;issuance;Y;5
2023-2024;26;745;issue_resolution_feedback;Y;6
2023-2024;26;746;account_registration;N;1
2023-2024;26;746;authentication;N;2
2023-2024;26;746;application;N;3
2023-2024;26;746;decision;N;4
2023-2024;26;746;issuance;N;5
2023-2024;26;746;issue_resolution_feedback;N;6
2023-2024;127;747;account_registration;Y;1
2023-2024;127;747;authentication;N;2
2023-2024;127;747;application;Y;3
2023-2024;127;747;decision;Y;4
2023-2024;127;747;issuance;Y;5
2023-2024;127;747;issue_resolution_feedback;Y;6
2023-2024;26;748;account_registration;NA;1
2023-2024;26;748;authentication;N;2
2023-2024;26;748;application;Y;3
2023-2024;26;748;decision;N;4
2023-2024;26;748;issuance;N;5
2023-2024;26;748;issue_resolution_feedback;Y;6
2023-2024;26;749;account_registration;N;1
2023-2024;26;749;authentication;N;2
2023-2024;26;749;application;Y;3
2023-2024;26;749;decision;N;4
2023-2024;26;749;issuance;N;5
2023-2024;26;749;issue_resolution_feedback;N;6
2023-2024;26;750;account_registration;N;1
2023-2024;26;750;authentication;N;2
2023-2024;26;750;application;Y;3
2023-2024;26;750;decision;N;4
2023-2024;26;750;issuance;N;5
2023-2024;26;750;issue_resolution_feedback;N;6
2020-2021;127;751;account_registration;NA;1
2020-2021;127;751;authentication;NA;2
2020-2021;127;751;application;NA;3
2020-2021;127;751;decision;NA;4
2020-2021;127;751;issuance;NA;5
2020-2021;127;751;issue_resolution_feedback;NA;6
2020-2021;26;752;account_registration;NA;1
2020-2021;26;752;authentication;N;2
2020-2021;26;752;application;Y;3
2020-2021;26;752;decision;NA;4
2020-2021;26;752;issuance;N;5
2020-2021;26;752;issue_resolution_feedback;Y;6
2020-2021;127;753;account_registration;NA;1
2020-2021;127;753;authentication;NA;2
2020-2021;127;753;application;NA;3
2020-2021;127;753;decision;NA;4
2020-2021;127;753;issuance;NA;5
2020-2021;127;753;issue_resolution_feedback;NA;6
2020-2021;127;754;account_registration;NA;1
2020-2021;127;754;authentication;NA;2
2020-2021;127;754;application;NA;3
2020-2021;127;754;decision;NA;4
2020-2021;127;754;issuance;NA;5
2020-2021;127;754;issue_resolution_feedback;NA;6
2023-2024;26;755;account_registration;N;1
2023-2024;26;755;authentication;N;2
2023-2024;26;755;application;N;3
2023-2024;26;755;decision;N;4
2023-2024;26;755;issuance;NA;5
2023-2024;26;755;issue_resolution_feedback;N;6
2021-2022;127;756;account_registration;NA;1
2021-2022;127;756;authentication;NA;2
2021-2022;127;756;application;NA;3
2021-2022;127;756;decision;NA;4
2021-2022;127;756;issuance;NA;5
2021-2022;127;756;issue_resolution_feedback;NA;6
2023-2024;230;757;account_registration;Y;1
2023-2024;230;757;authentication;Y;2
2023-2024;230;757;application;Y;3
2023-2024;230;757;decision;Y;4
2023-2024;230;757;issuance;NA;5
2023-2024;230;757;issue_resolution_feedback;Y;6
2023-2024;230;758;account_registration;Y;1
2023-2024;230;758;authentication;Y;2
2023-2024;230;758;application;Y;3
2023-2024;230;758;decision;Y;4
2023-2024;230;758;issuance;NA;5
2023-2024;230;758;issue_resolution_feedback;Y;6
2023-2024;230;759;account_registration;Y;1
2023-2024;230;759;authentication;Y;2
2023-2024;230;759;application;NA;3
2023-2024;230;759;decision;NA;4
2023-2024;230;759;issuance;NA;5
2023-2024;230;759;issue_resolution_feedback;NA;6
2023-2024;127;761;account_registration;NA;1
2023-2024;127;761;authentication;NA;2
2023-2024;127;761;application;Y;3
2023-2024;127;761;decision;N;4
2023-2024;127;761;issuance;N;5
2023-2024;127;761;issue_resolution_feedback;N;6
2023-2024;127;762;account_registration;N;1
2023-2024;127;762;authentication;N;2
2023-2024;127;762;application;N;3
2023-2024;127;762;decision;N;4
2023-2024;127;762;issuance;N;5
2023-2024;127;762;issue_resolution_feedback;N;6
2023-2024;127;763;account_registration;N;1
2023-2024;127;763;authentication;N;2
2023-2024;127;763;application;N;3
2023-2024;127;763;decision;N;4
2023-2024;127;763;issuance;N;5
2023-2024;127;763;issue_resolution_feedback;Y;6
2018-2019;127;764;account_registration;NA;1
2018-2019;127;764;authentication;N;2
2018-2019;127;764;application;N;3
2018-2019;127;764;decision;N;4
2018-2019;127;764;issuance;N;5
2018-2019;127;764;issue_resolution_feedback;N;6
2018-2019;127;765;account_registration;NA;1
2018-2019;127;765;authentication;NA;2
2018-2019;127;765;application;N;3
2018-2019;127;765;decision;N;4
2018-2019;127;765;issuance;N;5
2018-2019;127;765;issue_resolution_feedback;N;6
2020-2021;127;766;account_registration;NA;1
2020-2021;127;766;authentication;NA;2
2020-2021;127;766;application;NA;3
2020-2021;127;766;decision;NA;4
2020-2021;127;766;issuance;NA;5
2020-2021;127;766;issue_resolution_feedback;NA;6
2023-2024;135;767;account_registration;N;1
2023-2024;135;767;authentication;N;2
2023-2024;135;767;application;Y;3
2023-2024;135;767;decision;N;4
2023-2024;135;767;issuance;N;5
2023-2024;135;767;issue_resolution_feedback;N;6
2023-2024;127;768;account_registration;NA;1
2023-2024;127;768;authentication;NA;2
2023-2024;127;768;application;NA;3
2023-2024;127;768;decision;NA;4
2023-2024;127;768;issuance;NA;5
2023-2024;127;768;issue_resolution_feedback;NA;6
2023-2024;127;770;account_registration;N;1
2023-2024;127;770;authentication;NA;2
2023-2024;127;770;application;N;3
2023-2024;127;770;decision;N;4
2023-2024;127;770;issuance;N;5
2023-2024;127;770;issue_resolution_feedback;Y;6
2023-2024;127;771;account_registration;NA;1
2023-2024;127;771;authentication;NA;2
2023-2024;127;771;application;NA;3
2023-2024;127;771;decision;NA;4
2023-2024;127;771;issuance;NA;5
2023-2024;127;771;issue_resolution_feedback;Y;6
2023-2024;127;772;account_registration;NA;1
2023-2024;127;772;authentication;NA;2
2023-2024;127;772;application;NA;3
2023-2024;127;772;decision;NA;4
2023-2024;127;772;issuance;NA;5
2023-2024;127;772;issue_resolution_feedback;NA;6
2022-2023;135;775;account_registration;N;1
2022-2023;135;775;authentication;N;2
2022-2023;135;775;application;N;3
2022-2023;135;775;decision;N;4
2022-2023;135;775;issuance;N;5
2022-2023;135;775;issue_resolution_feedback;N;6
2023-2024;135;779;account_registration;N;1
2023-2024;135;779;authentication;N;2
2023-2024;135;779;application;NA;3
2023-2024;135;779;decision;N;4
2023-2024;135;779;issuance;N;5
2023-2024;135;779;issue_resolution_feedback;N;6
2021-2022;135;788;account_registration;N;1
2021-2022;135;788;authentication;N;2
2021-2022;135;788;application;N;3
2021-2022;135;788;decision;N;4
2021-2022;135;788;issuance;N;5
2021-2022;135;788;issue_resolution_feedback;N;6
2023-2024;135;789;account_registration;N;1
2023-2024;135;789;authentication;N;2
2023-2024;135;789;application;N;3
2023-2024;135;789;decision;N;4
2023-2024;135;789;issuance;N;5
2023-2024;135;789;issue_resolution_feedback;N;6
2023-2024;135;790;account_registration;N;1
2023-2024;135;790;authentication;N;2
2023-2024;135;790;application;Y;3
2023-2024;135;790;decision;N;4
2023-2024;135;790;issuance;N;5
2023-2024;135;790;issue_resolution_feedback;N;6
2023-2024;135;792;account_registration;Y;1
2023-2024;135;792;authentication;N;2
2023-2024;135;792;application;Y;3
2023-2024;135;792;decision;NA;4
2023-2024;135;792;issuance;NA;5
2023-2024;135;792;issue_resolution_feedback;NA;6
2023-2024;135;795;account_registration;N;1
2023-2024;135;795;authentication;N;2
2023-2024;135;795;application;Y;3
2023-2024;135;795;decision;N;4
2023-2024;135;795;issuance;N;5
2023-2024;135;795;issue_resolution_feedback;N;6
2021-2022;135;798;account_registration;N;1
2021-2022;135;798;authentication;N;2
2021-2022;135;798;application;N;3
2021-2022;135;798;decision;N;4
2021-2022;135;798;issuance;N;5
2021-2022;135;798;issue_resolution_feedback;N;6
2023-2024;305;8;account_registration;Y;1
2023-2024;305;8;authentication;Y;2
2023-2024;305;8;application;Y;3
2023-2024;305;8;decision;Y;4
2023-2024;305;8;issuance;Y;5
2023-2024;305;8;issue_resolution_feedback;Y;6
2019-2020;333;800;account_registration;Y;1
2019-2020;333;800;authentication;N;2
2019-2020;333;800;application;Y;3
2019-2020;333;800;decision;N;4
2019-2020;333;800;issuance;N;5
2019-2020;333;800;issue_resolution_feedback;N;6
2021-2022;135;801;account_registration;N;1
2021-2022;135;801;authentication;N;2
2021-2022;135;801;application;N;3
2021-2022;135;801;decision;N;4
2021-2022;135;801;issuance;N;5
2021-2022;135;801;issue_resolution_feedback;N;6
2022-2023;135;803;account_registration;NA;1
2022-2023;135;803;authentication;NA;2
2022-2023;135;803;application;NA;3
2022-2023;135;803;decision;NA;4
2022-2023;135;803;issuance;NA;5
