FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,CR_EN_NM,CR_FR_NM,OP_ATH_AVLBL_AMT,OP_ATHRTY_CY_AMT,CP_ATH_AVLBL_AMT,CP_ATHRTY_CY_AMT,TP_ATH_AVLBL_AMT,TP_ATHRTY_CY_AMT,RVN_ATH_AVLBL_AMT,RVN_ATHRTY_CY_AMT,NB_ATH_AVLBL_AMT,NB_ATHRTY_CY_AMT
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",119,Canadian Space Agency,Agence spatiale canadienne,Internal Services,Services internes,57318126,69067630,11066971,4095818,0,0,0,0,0,0
2022/2023,09,Global Affairs,Affaires mondiales,123,Export Development Canada (Canada Account),Exportation et développement Canada (Compte du Canada),Export Development Canada (Canada Account),Exportation et développement Canada (Compte du Canada),1606430880,1606430880,0,0,0,0,0,0,50372314179,20207694925
2022/2023,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,Protecting and Presenting Canada's Natural and Cultural Heritage,Protéger et mettre en valeur le patrimoine naturel et culturel du Canada,840536847,725317265,272673685,204237382,111283109,75020059,0,0,0,0
2022/2023,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,Internal Services,Services internes,149887881,149887881,3654844,2146454,0,0,0,0,0,0
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Internal Services,Services internes,430948204,395840589,50786353,30526064,0,0,71970869,71970872,0,0
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,"Imprest funds, accountable advances and recoverable advances","Caisses d'avance fixe, avances à justifier et avances recouvrables",0,0,0,0,0,0,0,0,16627705,-236578
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Purchase of Goods and Services,Achat de biens et de services,856050769,604535136,3362597,3362597,0,0,400996469,423033837,0,0
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Property and Infrastructure,Biens et infrastructure,5544240337,4886740990,1484488576,1434231147,0,0,3404684666,3123478801,0,0
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Seized Property Management,Administration des biens saisis,0,0,0,0,0,0,0,0,85186978,4517938
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Payments and Accounting,Paiements et comptabilité,743182288,730999896,57302971,50805180,-54740089,-54740089,163021429,163021429,0,0
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Government-Wide Support,Soutien à l'échelle du gouvernement,508598361,478611273,14476058,6280768,0,0,334304425,340527657,0,0
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Procurement Ombudsman,Ombudsman de l'approvisionnement,4790594,4630094,0,0,0,0,0,0,0,0
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,Canada Post Corporation,Société canadienne des postes,22210000,22210000,0,0,0,0,0,0,500000000,0
2022/2023,20,Public Services and Procurement,Services publics et Approvisionnement,127,Department of Public Works and Government Services,Ministère des Travaux publics et des Services gouvernementaux,National Capital Commission,Commission de la capitale nationale,82887383,82887383,111341049,111341049,0,0,0,0,0,0
2022/2023,03,National Revenue,Revenu national,130,Canada Revenue Agency,Agence du revenu du Canada,Benefits,Prestations,332200034,297723186,45987,101421,7366810294,7364932796,924737,924737,0,0
2022/2023,03,National Revenue,Revenu national,130,Canada Revenue Agency,Agence du revenu du Canada,Tax,Impôt,5120566408,4628450386,94052138,69045097,0,0,353205733,353205733,0,0
2022/2023,03,National Revenue,Revenu national,130,Canada Revenue Agency,Agence du revenu du Canada,Taxpayers' Ombudsperson,Ombudsman des contribuables,4706486,4551186,0,0,0,0,0,0,0,0
2022/2023,03,National Revenue,Revenu national,130,Canada Revenue Agency,Agence du revenu du Canada,Internal Services,Services internes,1521820264,1178076326,20419750,9161016,0,0,86436902,86436902,0,0
2022/2023,15,Justice,Justice,131,Law Commission of Canada,Commission du droit du Canada,Law Review,Examen du droit,1602306,0,0,0,0,0,0,0,0,0
2022/2023,15,Justice,Justice,131,Law Commission of Canada,Commission du droit du Canada,Internal Services,Services internes,2768475,0,0,0,0,0,0,0,0,0
2022/2023,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,133,Canadian Grain Commission,Commission canadienne des grains,Internal Services,Services internes,77243788,22359191,0,0,0,0,23985655,21731,0,0
2022/2023,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,133,Canadian Grain Commission,Commission canadienne des grains,Grain Regulation,Réglementation des grains,137706610,44685409,0,0,0,0,37466792,43935135,0,0
2022/2023,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,134,Canadian Dairy Commission,Commission canadienne du lait,Canadian Dairy Commission,Commission canadienne du lait,4546271,4543733,0,0,0,0,0,0,497973964,-2026036
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Internal Services,Services internes,105273494,106491846,0,0,0,0,2668062,2668062,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,"Creativity, Arts and Culture","Créativité, arts et culture",62353945,57135253,0,0,732059022,726649504,7650152,7650152,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Heritage and Celebration,Patrimoine et célébrations,79897326,76459164,0,0,146382209,145096086,849896,849896,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Diversity and Inclusion,Diversité et inclusion,26962465,28199861,0,0,253410906,209431683,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Official Languages,Langues officielles,22831090,23376546,0,0,644398236,602275551,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Sport,Sport,15445778,14293664,0,0,327013653,322313989,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Canada Council for the Arts,Conseil des Arts du Canada,423422901,423422901,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Canadian Broadcasting Corporation,Société Radio-Canada,1178970942,1178970942,108326000,108326000,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Canadian Museum for Human Rights,Musée canadien des droits de la personne,30816799,30816799,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Canadian Museum of History,Musée canadien de l'histoire,77558634,77558634,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Canadian Museum of Immigration at Pier 21,Musée canadien de l'immigration du Quai 21,8956694,8956694,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Canadian Museum of Nature,Musée canadien de la nature,33006375,33006375,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,Canadian Race Relations Foundation,Fondation canadienne des relations raciales,5115542,5115542,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,National Arts Centre Corporation,Société du Centre national des Arts,66219277,66219277,0,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,National Gallery of Canada,Musée des beaux-arts du Canada,42373308,50373308,8000000,0,0,0,0,0,0,0
2022/2023,04,Canadian Heritage,Patrimoine canadien,135,Department of Canadian Heritage,Ministère du Patrimoine canadien,National Museum of Science and Technology,Musée national des sciences et de la technologie,39736712,39736712,0,0,0,0,0,0,0,0
2022/2023,11,Health,Santé,136,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,Internal Services,Services internes,209385111,173519893,10854768,10854768,132722,132722,0,0,0,0
2022/2023,11,Health,Santé,136,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,Safe food and healthy plants and animals,Salubrité des aliments et végétaux et animaux sains,717972350,671326364,39409205,31943787,120699375,120667917,0,0,0,0
2022/2023,16,National Defence,Défense nationale,137,Military Police Complaints Commission,Commission d'examen des plaintes concernant la police militaire,Independent oversight of the Military Police,Surveillance indépendante de la Police militaire,2982443,2650641,0,0,0,0,0,0,0,0
2022/2023,16,National Defence,Défense nationale,137,Military Police Complaints Commission,Commission d'examen des plaintes concernant la police militaire,Internal Services,Services internes,2223636,2007852,0,0,0,0,0,0,0,0
2022/2023,16,National Defence,Défense nationale,138,Military Grievances External Review Committee,Comité externe d'examen des griefs militaires,Internal Services,Services internes,2675461,2382708,0,0,0,0,0,0,0,0
2022/2023,16,National Defence,Défense nationale,138,Military Grievances External Review Committee,Comité externe d'examen des griefs militaires,Independent review of military grievances,Examen indépendant des griefs militaires,4975466,4706492,0,0,0,0,0,0,0,0
2022/2023,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Internal Services,Services internes,43211040,37582653,0,0,0,0,0,0,0,0
2022/2023,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Compliance with Anti-Money Laundering and Anti-Terrorism Financing Legislation and Regulations,Assurer la conformité à la législation et à la réglementation de lutte contre le blanchiment d'argent et le financement des activités terroristes,30946697,27692974,0,0,0,0,0,0,0,0
2022/2023,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Production and Dissemination of Financial Intelligence,Production et communication de renseignements financiers,21564986,22877752,0,0,0,0,0,0,0,0
2022/2023,07,Finance,Finances,141,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Internal Services,Services internes,37560804,37560804,0,0,0,0,0,0,0,0
2022/2023,07,Finance,Finances,141,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Protection of financial consumers,Protection des consommateurs de produits et services financiers,16390578,16390578,0,0,0,0,0,0,0,0
2022/2023,29,"Intergovernmental Affairs, Infrastructure and Communities","Affaires intergouvernementales, Infrastructure et Collectivités",142,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,Internal Services,Services internes,66309729,66309729,1544736,760418,0,0,0,0,0,0
